Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerAtCompany_ratio,RoleStability_ratio,ManagerStability_ratio,CareerStart_Age,IncomePerExperience,BurnoutRisk,Satisfaction_Composite,Stability_Score,Stress_Amplifier,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
-0.5514242332750059,1.0,0.5935994430736392,-0.6487095264324872,4.0,4.0,1.0,-1.6600943738074334,1.0,3.0,4.0,0.8130003447301672,1.5985309465320277,-0.6961881755939291,0.0,-1.1464567203217264,3.0,0.0,0.3286465068600269,-0.6200408991477577,2.0,1.1830760016146509,1.0812597955871417,2.159039976020624,1.101785979851624,0.9869299749080634,-0.0108575817933063,0.0119783497159889,-1.1219173634669557,0.0521676655284946,0.0,1.4675126817635578,0.4579275483369276,0.3255331448093418,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.986634594933662,1.0,-0.3465077714432,-0.033746282329463,2.0,3.0,1.0,-0.0744399148971149,2.0,3.0,4.0,0.6463118657752569,-0.1048458093244954,-0.6961881755939291,0.0,0.2248137262795248,4.0,0.0,-0.3123668037338336,0.1759941416794945,3.0,0.343866548965365,1.0812597955871417,0.5823937938297062,0.817391705860072,0.9869299749080634,0.938596566902268,0.6310563477603297,1.6892505756746774,0.7218987713317767,1.0,1.4675126817635578,1.1933616086148464,-1.1431125519775611,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3274665257013758,2.0,0.2360586673398412,2.0571287476208195,2.0,3.0,0.0,1.3130077366494135,2.0,2.0,4.0,-0.4628815082691338,0.9558603941627812,0.1091075239127534,1.0,-0.5979485416812259,4.0,1.0,0.5850518310975711,0.1759941416794945,1.0,-0.9988685752734924,-0.8844934370262306,-0.6789231519230275,-1.1733682120807898,-1.853040329877635,1.2709055189457197,-1.702391491022185,-0.2341801195274925,-0.9064018998789728,2.0,1.4675126817635578,-1.0589052009862805,1.794178841596245,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.1077438359572803,1.0,0.8636302387327313,-0.4027242287912776,2.0,4.0,0.0,-1.2636807590798538,2.0,1.0,3.0,-0.6165507846424186,0.2827923194640716,-0.6961881755939291,0.0,-1.1464567203217264,2.0,1.0,-0.825177452208922,0.1759941416794945,3.0,-0.3275010131540637,-0.0420277659062139,-0.6789231519230275,-0.035791116114583,0.9869299749080634,0.6727494052675076,0.6977262860112587,1.097425746381702,0.0471185068484016,1.0,0.4147707660942142,1.0997609100340209,-1.1431125519775611,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1077438359572803,1.0,-1.214106716755283,-0.2797315799706728,2.0,1.0,0.0,-1.0654739517160638,4.0,2.0,1.0,-0.210394350005806,0.6753107844064514,-0.6961881755939291,1.0,2.418846440841527,3.0,1.0,-0.4405694658526057,0.1759941416794945,3.0,0.1760246584355078,-1.1653153273995696,1.5283815031442565,0.817391705860072,0.9869299749080634,-1.7198750494453403,0.922737327608144,0.6535571244119706,-0.0346147492856025,0.0,-1.6907130652444735,0.0818533129675371,1.0598559932027936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0964959398057097,0.0,-0.3540086268781748,2.426106694082634,4.0,1.0,1.0,1.114800929285624,3.0,3.0,2.0,1.1222597634314029,-0.56889605846419,-0.6961881755939291,1.0,-0.8722026310014761,4.0,1.0,-0.1841641416150615,-0.6200408991477577,2.0,0.5117084394952223,0.8004379052138026,2.159039976020624,1.3861802538431756,0.9869299749080634,0.3736713484284013,0.9977410081404392,1.6892505756746774,0.9605171831919566,2.0,-0.6379711495751293,1.0997609100340209,2.5285016899896964,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4260799744218529,2.0,-1.1866035801603756,1.5651581523384002,5.0,3.0,1.0,1.114800929285624,1.0,4.0,4.0,1.6690662718596747,1.4086161510607944,-0.6961881755939291,1.0,-0.5979485416812259,4.0,0.0,2.6362944249979248,-0.6200408991477577,3.0,4.20423003115208,0.5196160148404638,3.4203569217733567,1.3861802538431756,0.9869299749080634,-1.1591036928720166,-0.8586000850338649,-1.1219173634669557,-0.5489152272689778,0.0,1.4675126817635578,-0.4885259440093717,0.3255331448093418,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.32045364737934,1.0,0.3535720691544461,-1.0176874728943015,3.0,1.0,1.0,0.7679390163989918,3.0,1.0,4.0,-0.717502962037646,-1.3160058045250325,0.5117553736660947,0.0,-1.1464567203217264,2.0,1.0,-0.5687721279713779,-0.6200408991477577,2.0,-0.6631847942137781,-0.6036715466528918,-0.6789231519230275,-0.6045796640976865,-0.7440995441994099,0.273978662815366,0.2977066565056846,-1.1219173634669557,-0.5264306925216891,0.0,-0.6379711495751293,-0.0769335864106498,0.3255331448093418,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4373278705734235,0.0,-1.4016281026296524,-0.2797315799706728,1.0,2.0,0.0,-0.520405231465642,1.0,5.0,3.0,2.8561614318433,0.827716710581237,-0.6961881755939291,0.0,1.8703382622010265,2.0,2.0,1.2260651416914317,0.1759941416794945,3.0,2.357969235323651,3.3278349185738527,0.8977230302678896,1.6705745278347273,0.9869299749080634,0.5588149074240384,-0.2737499570737066,-0.8260049488204678,0.4800740784751296,1.0,-0.6379711495751293,0.591642832023822,-1.1431125519775611,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.5514242332750059,1.0,0.0410364260304969,-0.5257168776118825,2.0,4.0,0.0,0.0742151906257274,2.0,2.0,2.0,-0.1521280827142689,0.1779348112450059,0.1091075239127534,0.0,-0.8722026310014761,1.0,1.0,0.0722411826224826,-0.6200408991477577,3.0,0.0081827679056506,-0.8844934370262306,-0.0482646790466607,0.2486031578769686,-0.2752790494411357,-1.292620682532332,0.4405708099005326,-0.8260049488204678,-0.4677684710349505,1.0,-0.6379711495751293,-0.5282226688539181,-0.4087897035841097,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.0021175089147673,1.0,-0.5465305830425276,-0.033746282329463,2.0,2.0,1.0,-0.966370548034169,2.0,2.0,2.0,-0.5126105935399329,-0.773591300572685,-0.6961881755939291,0.0,-0.3236944523609756,1.0,2.0,-0.825177452208922,-0.6200408991477577,3.0,-0.3275010131540637,-0.6036715466528918,-0.6789231519230275,-0.3201853901061347,0.9869299749080634,-0.5235628220889165,0.0976968417528977,0.9494695390584582,0.2472648084813875,1.0,-1.6907130652444735,0.2573546228065858,-0.4087897035841097,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.2218401986588627,1.0,1.0536519097520924,-0.1567389311500678,1.0,4.0,1.0,-1.4618875664436437,4.0,1.0,4.0,-0.922395330535359,-1.3185156916898506,-0.6961881755939291,0.0,1.0475759942402756,4.0,0.0,-1.3379881006840104,-0.6200408991477577,3.0,-0.9988685752734924,-1.1653153273995696,-0.6789231519230275,-0.8889739380892382,0.9869299749080634,-1.7198750494453403,1.2977557302696197,1.245381953704946,3.1882236061931883,1.0,1.99388363959823,0.2573546228065858,-1.1431125519775611,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2176051808293281,1.0,-0.2139926587586456,1.81114344997961,1.0,2.0,0.0,-0.2726467222609047,2.0,4.0,4.0,1.1611039416257611,-0.7696870316496347,-1.0988360253472702,0.0,-1.1464567203217264,1.0,1.0,1.2260651416914317,-0.6200408991477577,2.0,2.190127344793794,1.3620816859604803,2.159039976020624,0.5329974318685203,0.8426775149824406,-0.3740237936693635,-0.8023473246346435,-1.1219173634669557,-0.2970658098445994,0.0,-0.6379711495751293,-0.160505638714959,0.3255331448093418,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4373278705734235,2.0,0.5260917441588662,-1.0176874728943015,3.0,3.0,0.0,0.0246634887847799,3.0,2.0,1.0,-0.5309655348845197,-1.4014814063046697,-1.0988360253472702,0.0,0.4990678155997751,4.0,1.0,-0.1841641416150615,-0.6200408991477577,3.0,0.343866548965365,-0.3228496562795528,-0.3635939154848441,0.817391705860072,0.6839998090642557,-0.7229481933149873,0.6310563477603297,0.8015133317352144,-0.6312007351336172,1.0,-0.1116001917404579,0.2729547392367237,-0.4087897035841097,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.111978853786815,1.0,-1.196604720740342,-0.8946948240736969,3.0,4.0,0.0,1.5112145440132034,3.0,1.0,3.0,-0.8639156336933035,-0.3457949771470291,0.5117553736660947,0.0,-0.5979485416812259,2.0,1.0,-0.69697479009015,0.1759941416794945,3.0,-0.8310266847436353,-0.6036715466528918,-0.0482646790466607,-0.6045796640976865,-1.0326044640506555,1.2709055189457197,1.2977557302696197,0.6535571244119706,-0.6033912216281442,1.0,0.4147707660942142,0.7253581157107158,-1.1431125519775611,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.657050560317519,1.0,1.4111926854858905,-0.033746282329463,3.0,1.0,0.0,0.9661458237627816,1.0,2.0,3.0,-0.2656726035900849,-0.6775183974304827,2.12234677267946,0.0,-0.5979485416812259,2.0,0.0,-0.5687721279713779,-0.6200408991477577,2.0,-0.4953429036839209,-0.3228496562795528,-0.3635939154848441,-0.3201853901061347,-0.3113421644225416,0.5232103768479545,0.5477189249466685,1.5412943683514335,0.0950268031618414,0.0,-1.1643421074098017,0.3576410855717562,0.3255331448093418,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.0894830614836737,2.0,1.2461738659164452,-0.5257168776118825,3.0,2.0,1.0,0.1733185943076223,3.0,1.0,2.0,-1.0058462847880736,-0.8769149888576951,-0.6961881755939291,1.0,-0.3236944523609756,4.0,0.0,-1.4661907628027826,0.1759941416794945,3.0,-1.1667104658033498,-1.1653153273995696,-0.6789231519230275,-1.1733682120807898,-2.042371683530015,-1.7198750494453403,-1.702391491022185,-1.1219173634669557,2.3847615534365407,0.0,-0.1116001917404579,-2.550666334618196,1.0598559932027936,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
